Time,Port,Metric,Value
2026-04-23 20:47:14.000,0,ibytes,1082
2026-04-23 20:47:15.000,0,rx_nombuf,0
2026-04-23 20:47:15.000,0,obytes,0
2026-04-23 20:47:15.000,0,imissed,0
2026-04-23 20:47:15.000,0,oerrors,0
2026-04-23 20:47:15.000,0,opackets,0
2026-04-23 20:47:15.000,0,ierrors,0
2026-04-23 20:47:15.000,0,ipackets,4
2026-04-23 20:47:15.000,0,ibytes,1082
2026-04-23 20:47:16.000,0,rx_nombuf,0
2026-04-23 20:47:16.000,0,obytes,0
2026-04-23 20:47:16.000,0,imissed,0
2026-04-23 20:47:16.000,0,oerrors,0
2026-04-23 20:47:16.000,0,opackets,0
2026-04-23 20:47:16.000,0,ierrors,0
2026-04-23 20:47:16.000,0,ipackets,4
2026-04-23 20:47:16.000,0,ibytes,1082
2026-04-23 20:47:17.000,0,rx_nombuf,0
2026-04-23 20:47:17.000,0,obytes,0
2026-04-23 20:47:17.000,0,imissed,0
2026-04-23 20:47:17.000,0,oerrors,0
2026-04-23 20:47:17.000,0,opackets,0
2026-04-23 20:47:17.000,0,ierrors,0
2026-04-23 20:47:17.000,0,ipackets,4
2026-04-23 20:47:17.000,0,ibytes,1082
2026-04-23 20:47:18.000,0,rx_nombuf,0
2026-04-23 20:47:18.000,0,obytes,0
2026-04-23 20:47:18.000,0,imissed,0
2026-04-23 20:47:18.000,0,oerrors,0
2026-04-23 20:47:18.000,0,opackets,0
2026-04-23 20:47:18.000,0,ierrors,0
2026-04-23 20:47:18.000,0,ipackets,4
2026-04-23 20:47:18.000,0,ibytes,1082
2026-04-23 20:47:19.000,0,rx_nombuf,0
2026-04-23 20:47:19.000,0,obytes,0
2026-04-23 20:47:19.000,0,imissed,0
2026-04-23 20:47:19.000,0,oerrors,0
2026-04-23 20:47:19.000,0,opackets,0
2026-04-23 20:47:19.000,0,ierrors,0
2026-04-23 20:47:19.000,0,ipackets,4
2026-04-23 20:47:19.000,0,ibytes,1082
2026-04-23 20:47:20.000,0,rx_nombuf,0
2026-04-23 20:47:20.000,0,obytes,0
2026-04-23 20:47:20.000,0,imissed,0
2026-04-23 20:47:20.000,0,oerrors,0
2026-04-23 20:47:20.000,0,opackets,0
2026-04-23 20:47:20.000,0,ierrors,0
2026-04-23 20:47:20.000,0,ipackets,4
2026-04-23 20:47:20.000,0,ibytes,1082
2026-04-23 20:47:21.000,0,rx_nombuf,0
2026-04-23 20:47:21.000,0,obytes,0
2026-04-23 20:47:21.000,0,imissed,0
2026-04-23 20:47:21.000,0,oerrors,0
2026-04-23 20:47:21.000,0,opackets,0
2026-04-23 20:47:21.000,0,ierrors,0
2026-04-23 20:47:21.000,0,ipackets,4
2026-04-23 20:47:21.000,0,ibytes,1082
